found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
0,Peter K.,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>we all remember this book from school.......babies may not like it as much as we do.....more for toddlers.....but memory lane is fun to pass by</span>,i like this book,/gp/profile/amzn1.account.AFUD3FUDYPT7EXV3C5AAI5ULKJLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Nicole Brown,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>Read the description so you're aware of the size of the book. It's small. It's a great classic for little ones.</span>,Small board book,/gp/profile/amzn1.account.AGGZE2RRJG6CNYUMG3VUYB57O6VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Bryan,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Our 2 year old could read this book over and over. She loves to lift the flaps for all the different food. Super cute!</span>,Love this book,/gp/profile/amzn1.account.AFG7Z7LIDX2X64IKA6UCDDSW4ZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Articia Wheeler,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>A great book that introduces children to the days of the week, counting, and the life cycle of a butterfly all rolled in to one. It's a great book by a great author and illustrator Eric Carle</span>",Classic and a fav,/gp/profile/amzn1.account.AFIM3NV3WPRV2DPY2KM6PEIR3ENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Smartshopper,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>My kids love this book when I read it to them before they good to sleep.  They will eventually remember the books themselves in 2-3 weeks. (Age 2-4)</span>,My kids love this book when I read it to them before ...,/gp/profile/amzn1.account.AEN6HS3HJO6NUFDFWMGK4B26CEZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Rella,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Love it.  Kids don't tire of it; neither do I! I appreciate the wonderful symbolism of the caterpillar's metamorphosis...</span>,Classic!,/gp/profile/amzn1.account.AHDKFE2C3567YAK6QL6I5K64TNBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,stcastil,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>This book is a classic and we love it!  I love that it is small enough to throw in to the diaper bag.  We love Eric Carle and adore this book and all the colors.</span>,A must have!,/gp/profile/amzn1.account.AF2OOE6DGSIHZALHE56BOTIDJLTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,A. A. Arnold,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>This was a gift to my granddaughter and she loves it.  She is an avid reader and<br>she has enjoyed it over and over.</span>,Hunger Caterpillar,/gp/profile/amzn1.account.AGVYLBIOPMCJ3ZC745DNN4JRHMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Hannah,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,"<span>Very very very tiny writing. It is a true miniature. Pages are very thin, not suitable for small children, I think. And the writing is so tiny that your eyes hurt. My 4 yr old son is not able to read it at all. Good thing you can find story illustration on YouTube.</span>",Good thing you can find story illustration on YouTube,/gp/profile/amzn1.account.AH6EASYS2ODUWPYTPNHCBJKLOSNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Cute book for my daughter. Love the hardback durable pages that can withstand my daughter turning the pages and trying to chew on it (she is 15 mo old)</span>,Love the hardback durable pages that can withstand my daughter ...,/gp/profile/amzn1.account.AHCZINFZUSJ7X2CAHHGDFKG3GR7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Susan Parton,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>thanks.  as advertised.  quick shipping.  would buy again. more baby play time with on line shopping.  good quality baby likes</span>,baby play time,/gp/profile/amzn1.account.AFYVOATNEFHUANR7VHKCFKEASLGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Erica,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>While this book isn't 100% accurate, it's an enjoyable book to share with a child.  The story is easy to follow and the illustrations are beautiful.</span>",The story is easy to follow and the illustrations are beautiful,/gp/profile/amzn1.account.AHCRGCZ2TSBLW5R5BXLX7KH6NOEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Bonsterblack,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Every child loves this book.  We like the option to get a sturdier version for a younger child.  Cute story!</span>,Great book!,/gp/profile/amzn1.account.AFAPFV7EDHJQIDBJBWREN5F7TVVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Carolyn Straka,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>I thought this was the larger version, but this one is just fine for little fingers.  My original one got damaged in a flood.  The colors are lovely and the story isgreat.</span>",The caterpillar is satisfying.,/gp/profile/amzn1.account.AGOT534BEZUWFTDD3N3E75R6QERQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,WarriorDrgnMage,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,<span>Love this book. My daughter (1 at the time) god a hold of it and ate the  corner off the spine. Not kidding. so be warry about that she got sick possibly from the glue..</span>,Love this book,/gp/profile/amzn1.account.AE7OKV2VMCDIURRKP4JYH6ZBZJWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Meg,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>It's cute, but not a particular favorite of mine.  I do love that it's slightly educational for my little guy.</span>",Cute Book,/gp/profile/amzn1.account.AHMUEHLBAC4UZLFKZGCJ7IFKXJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazon Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>My 18 mos old grandson sat quietly while I read him the story. On the 2nd reading he was pointing to the appropriate pictures &amp; absolutely loved putting his fingers in each hole on subsequent readings. He actually gets the book for me to read. Thank goodness it is a board book as he occasionally tries to take a bite!</span>,18 mos grandchild enchanted,/gp/profile/amzn1.account.AGTW2D25SZR6GMSLTXZR53MJJ62Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,MaryC22,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I had this book read to be as a toddler and I plan on reading it all the time to my kids:)</span>,Love this book!,/gp/profile/amzn1.account.AGBHFHIPZEFAMWYB754QZ6OQLJUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,'Korede,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>My daughter loves the very hungry caterpillar. This definitely played a part in her love for books and reading. The book is durable and colorful. I'd recommend it.</span>,Great book for little tots.,/gp/profile/amzn1.account.AH7BEEMJPHFELPINWEKP34EDTO6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,British Mystery Buff,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>This is an adorable book for small children. I gave two of them as Christmas gifts, and the children liked them.</span>",Bought two copies as gifts for toddlers,/gp/profile/amzn1.account.AE6S5HQTLCS4OL4Y7PQWOD7LL7OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Eli,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Awesome book! Fun to read and great story line. My daughter loved it and we ended up seeing the show in Broadway which was an awesome experience for all!!</span>,Awesome book! Fun to read and great story line,/gp/profile/amzn1.account.AGA4W2ICV7HAHPT5O6NDP7GLSP3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,mom of 2,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,"<span>I love this book, but I was disappointed about how super tiny this version of Eric Carle's The Very Hungry Caterpillar was. They are NOT kidding when they say miniature. I don't even blame the seller on this. I should have looked more carefully at the dimensions.</span>",small!,/gp/profile/amzn1.account.AF4LNDJKKEVKBF5NAXWKESRPNTNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amazonian,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I love this book! Such a great little board book to use as signature book for my son's 1st bday. You can't go wrong with Eric Carle ;-)</span>,I love this book,/gp/profile/amzn1.account.AFC5N7CROCAUNY5RKAIXL2MRKAIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Boca375,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>I loved this book as a child and now have little nieces and nephews who love it too! This is a must-have for every kid.</span>,Great children's story,/gp/profile/amzn1.account.AEDASI6CV3V55FFN27TUKGECZVVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Preacher's Kid,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>She loves the book.  It's one of her teacher's favorites and was in the classroom on her first day of school.</span>,Must read for first graders,/gp/profile/amzn1.account.AGTBVOBNK75II6WEHKF5VZTQVN4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Glacier Stone,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>We bought this book as a guest book for our twins 1st birthday. This book is a classic.  The boys love the colors.</span>,Great book!,/gp/profile/amzn1.account.AFY6J2YKJHKWP7LZOWL2XZGGWVZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Charlotte Doolittle,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I have a granddaughter and she loves this book.  I love to read it, too.  Perfect for 2 to 6 with cutest pictures.</span>",So cute!,/gp/profile/amzn1.account.AHRI2WY5AAMOLGKGCC5ACBE5FEYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,1smartmommy,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Adorable classic book that my son loves and is a good lesson that if you eat junk your tummy will hurt and if you eat veggies you feel better!</span>,Adorable classic book that my son loves and is a ...,/gp/profile/amzn1.account.AFPVKJ737JFGP7V5Z4EZU4CDAQBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,jacques,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>bought this to read to my 2 year old for bedtime stories, she can't get enough. i will have to buy more of these.</span>",a real classic,/gp/profile/amzn1.account.AGCDNYL5BIWWM5PXTV4YBYTTIOHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Corey,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Have read this book to both my children. Its a tradition to read to them before bed and the story and pictures in this book keep them engaged and has helped them develop and learn.</span>,Have read this book to both my children. Its ...,/gp/profile/amzn1.account.AHJSPGGK7JJHEY5EIQOFJLKASHOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Ariana Maguire,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Board books are the best! They are sturdy enough to take a beating from my 10 month old boy. He and my 3 year old niece love listening to this classic story.</span>,The best,/gp/profile/amzn1.account.AHSHJK6KZJBJMP6P2Q2LSBHXWBEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Linlar,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I bought this book for my two year old grandson.  He loves the story, and the holes indicating the caterpillars nibbles keep toddlers involved.</span>",Hungry Caterpillar:A Toddler Hit,/gp/profile/amzn1.account.AHSBVOV6GTVWHTWMGFHSINPBEQEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Kindle Customer,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,<span>My mistake. I should have read the fine print. This book was only about 3 inches by 3 inches! I sent it back.</span>,little bitty!,/gp/profile/amzn1.account.AEZRXKQDBHX7EZARJRNCCZ2YVLSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,J..,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>A favorite children's book.  This is a story of a caterpillar who eats his way through various treats and has a surprise ending!  A very fun book for children.</span>,A great book.,/gp/profile/amzn1.account.AHWYF42ZRN5HUEHPJNC2E2FGDBRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Nancy E. Gordon,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>My granddaughter just loves this book.  Read it again, Deedee.  Over and over again  I practically know it by heart.</span>",So adorable,/gp/profile/amzn1.account.AHUIJWDQCFHKNFMND6UQJENEOT7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Nikki,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>Love this book!  such a classic!  My daughter loves it so much that she has memorized it (2 years old) and reads it to me!</span>,Love this book,/gp/profile/amzn1.account.AE2C5ZBYJAVU7A52VLQKXMCAR6CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Arizona Phoenix,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>such a fun and creative book for little kids.  illustrations really compel the young mind!</span>,wonderful book!!,/gp/profile/amzn1.account.AFO6RHEZWQSZTRRN5INZYJ2I46DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amanda W,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,2.0 out of 5 stars,"<span>I love this story, but no where in the title did it say miniature.  I needed a normal size book to read to kindergartners I've never had to read the fine print and dimensions to tell what size a book is.  So as much as I love the story I am disapointed on its size.  Next time I will read all the fine print to avoid the loss of money and time.</span>",Too Small,/gp/profile/amzn1.account.AE7CNYRVXYCLTCONDJNNKWMLZTWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Theresa,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>great book; cant wait to read it to my 2 yr old grand daughter.  very well detailed for a young age</span>,educational,/gp/profile/amzn1.account.AEA3M4TYGQKUQ6O2XEAFN2ZQ7K4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Mahak84,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,"<span>I just got this book a week ago and my 1 year old loves it. She wants me to read it to her everyday. I love the creative look of the book and it covers basically everything in that one story. Colors, numbers etc. Definitively a must have.</span>",The very hungry caterpillar,/gp/profile/amzn1.account.AGACXZ3WSTQ456JHFLBAMLNZZUSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Goodday,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,4.0 out of 5 stars,"<span>The hard back book is about 4 inches by 3 inches. The print is also small.  Other than that,  the book is one of my son's favorite books.</span>",The hard back book is SMALL.,/gp/profile/amzn1.account.AFBGIRA6R4JURJEO7VE5RCQ5SA2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,C Stanley,https://www.amazon.com/Very-Hungry-Caterpillar-Eric-Carle/dp/0399226907/ref=zg_bs_books_21?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,The Very Hungry Caterpillar,5.0 out of 5 stars,<span>The grands and granddad and grandma thoroughly enjoy this book! Read it over and over! Now the children are reading to us! ❤️</span>,The Very Hungry Caterpillar,/gp/profile/amzn1.account.AFPTPQKO25TX7CD7T3JJVSUMAWEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
